inID,Commentaire,star,source,company,index_org,star_org,date
391,"dernière désastreuse expérience avec showroomprivé ... commande d'un meuble à chaussures pour offrir à noël ... le meuble est arrivé à temps sauf qu'au moment de l'ouverture je constate que 2 planches maîtresse sont fendues dans la largeur entière ... meuble impossible à monter ... je fais donc une réclamation fin décembre ... et de là ... descente aux enfers ... meuble censé être sous garantie ... je demande qu'on me renvoie les 2 planches défectueuses ... on me réponds que le fournisseur n ' a plus les pièces en stock ... sauf que quelques jours plus tard , le même meuble dans une nouvelle vente ... je redemande rapidement un renvoi de planches ou de meuble complet et si ce n'est pas possible un remboursement immédiat ... de nombreux mails et nombreux appels du service client pour rien ... le meuble est toujours dans son carton car les livreurs ne passent pas le récupérer et du coup pas de remboursement non plus ... nous sommes le 1er mars dans 2 jours ... ma réclamation remonte à fin décembre ... c'est clairement inadmissible et je crois qu'on se fou royalement de ma tronche ... c'est simple ... après cette mésaventure j'ai littéralement supprimé l'application de mon téléphone et une fois que ce problème sera réglé je supprimerai mon compte client ... et alors croyez moi que je suis en train de faire une pub de leur site autour de moi ... un régal ... inadmissible de prendre les gens pour des imbéciles comme ça ... à fuir franchement ...",1,TrustPilot,ShowRoom,411,1,2021-02-27 00:00:00+00:00
392,"bonjour , comment show-room peut il encore vendre des apple reconditionnés ! ! ! ! arnaque ! ! ! ipad qui a fonctionné 2 mois et show room ne veut rien savoir ! ! ! merci show room600 euros dans le baba ! ! !",1,TrustPilot,ShowRoom,412,1,2021-02-27 00:00:00+00:00
393,"a fuir ! ! ! un voyage commandé et annulé pour cause covid . aucun remboursement et pas moyen de repousser le voyage la semaine suivante . soit disant le partenaire n'aurait pas de disponibilités alors qu'après contact avec vacancéole et sur le site web il reste des appartements de libre.c'est honteux . j'étais une cliente fidèle de showroomprivé , mais la partie voyage est un scandale et peut être même limite légal . je ne vais pas en rester là et showroomprivé peut m'oublier comme cliente . je compte bien leur faire une mauvaise publicité.je fais suite à la réponse de showroomprive . personne ne m ’ a contacté aujourd ’ hui comme notifié dans la réponse à cet avis .",1,TrustPilot,ShowRoom,413,1,2021-03-01 00:00:00+00:00
394,no de commande : 223427884merci à ayoub du service clients showrooprivé d ’ avoir fait le nécessaire pour résoudre le problème .,3,TrustPilot,ShowRoom,414,3,2021-03-01 00:00:00+00:00
395,je commandé 2 robot aspirateur thermostat a un prix de 45e avec de superbes caractéristiques mel reçu ce jour comme quoi erreur dans le descriptif ca arrive trop souvent ce problème j'ai été prélève en plus . première fois et dernière fois que je commande ce sont des arnaqueurs et attention au fausses promo quelques fois c'est largement moins cher ou pareil . veeppe est mieux,1,TrustPilot,ShowRoom,415,1,2021-02-26 00:00:00+00:00
396,"une catastrophe ! je viens , pourtant , de parler français avec le sa.v .. rien à faire . ils ne comprennent rien de votre problème . non seulement , la description du produit était erronée ( bottes en synthétique et non en nubuck comme l'annonce ) . je les renvoie dans les temps avec une étiquette que showroom m'envoie ! je dépose le colis . j'attends la confirmation du dépôt , rien . je vais au dépôt , malgré tout le colis est parti par mondial relay . après quelques semaines , pas de nouvelle . j'envoie mon n° de tracking ( donné par showroom ) à mondial relay , celui-ci , en s'excusant du problème , me dit que le colis est parti chez showroom ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! aujourd'hui , ils me disent que le délai est dépassé , et , de ce fait , ne me remboursent pas , alors que c'est de leur faute ( celle de leur transporteur ) ! ! ! ! preuves en main",1,TrustPilot,ShowRoom,416,1,2021-02-26 00:00:00+00:00
397,"une honte , table basse commandé et reçu en 1 mois jusque ici tout est normal . le 02 février retour effectué car table reçu défectueuse , on me balade de service en service pour me dire de patienter . je rappelle le 22 février et on me dis » ah mince , personne vous as prévenu mais il faut faire remonter le dossier au service ameublement . » de là le dossier remonte , on me demande une preuve de dépôt , 3 jours après appel de leur part pour me dire que la preuve de dépôt n ’ est pas la bonne . hors c ’ est le seul colis que j ’ ai déposé en point relais . je renvoie la preuve du mail de relais colis , je rappelle et la dame me donne un autre numéro de suivi autre que celui que j ’ ai envoyé . encore une fois de leur faute . tout ceci pour que 1 mois plus tard je n ’ ai toujours pas de remboursement . une honte .",1,TrustPilot,ShowRoom,417,1,2021-02-26 00:00:00+00:00
398,"une honte ! je devais être contactée hier pour mon problème d'erreur taille . aucun appel . j'ai voulu essayer un des gilets ( parfois les tailles sont trompeuses ) , il y avait des gros trous à la manche , au cou ... peut-être ailleurs ! je n'ouvre pas les autres . j'attends mon remboursement .",1,TrustPilot,ShowRoom,418,1,2021-02-25 00:00:00+00:00
399,"je commande 2 lits bébé je les reçoit et ne les déballe pas tous de suite car préparation de la chambre une fois déballé je m'aperçois que les la couleur des lits ne correspond pas j'ai commandé du rose et je reçoit des lits jaune et gris rien a voir , les ciels de lits cousues à l'envers les noeux en organza déchirer et des rayures sur le bois",1,TrustPilot,ShowRoom,419,1,2021-02-25 00:00:00+00:00
400,"j ai fait un achat et quel achat ...... un iphone xs reconditionné vendu par lagoona.1er téléphone reçu début décembre offert à notre fils de 17 ans pour noël.problème le bruit du déclencheur de l appareil photo n est pas supprimable en aucun cas ( sur certains iphone vendu dans des pays étranger ) , et batterie chargé a fond seulement 87 % .renvoie en sav à lagoona 25e de frais de port bravo pour un sav , u délais de plus d un mois pour une retour d un autre téléphone car finallement échangé ... nouveau téléphone 2 semaines pour le recevoir car probleme avec chronopost et là 85 % de batterie et toujours le même problème avec le bruit de l appareil photo .... réponse cahier des charges normale pour la batterie et le bruit no supprimant de l appareil photo n est pas une panne.je trouve le service sav des 2 vendeurs showroom et lagoona déplorable.impossible d être remboursé car délais de rétractation dépassé alors que nous n avons presque pas eu le téléphone dans les mains même maintenant cela fait 10 jours qu il est dans sa boîte.aucun gestes en ni même commerciale de showroom.et bien plus de commande je continuerais seulement sur veepe qui eux se soucis de leurs clients .",1,TrustPilot,ShowRoom,420,1,2021-02-25 00:00:00+00:00
401,plusieurs fois que je commande via ce sitequalité des produits souvent déplorables frais de retour à notre charge et sav qui vous raccroche au nezdernière fois pour moi,1,TrustPilot,ShowRoom,421,1,2021-02-25 00:00:00+00:00
402,"j'ai commandé une barre de son avec caisson fin juin 2019 chez eux et il y avait une garantie constructeur 2 ans.cet été elle ne fonctionnait plus je les appelle donc ils me disent d'appeler le constructeur qui lui dit que c'est a showroomprivé de voir ça.je recontacte showroom qui me dit qu'ils me rappellent.je les rappelle depuis fin juin et finalement en janvier 2021 , on me dit qu'ils arrivent pas a joindre le fabricant.du coup , on me dit de faire un devis a 55 euros a darty ou fnac.sachant que j'ai acheté la barre de son 60e je dis hors de question et on me répond de renvoyer la barre que je vais être remboursédonc six mois d'attente pour rien et depuis le 18 février qu'ils ont tt reçu je n'ai tjrs rien reçu . ils m'ont juste dit on s'excuse ! ! ! !",1,TrustPilot,ShowRoom,422,1,2021-02-25 00:00:00+00:00
403,"showroom est une arnaque aucun suivie de commande , mensonge sur la date d ’ expédition vous payer le prix fort mais ils n ’ honorent pas leur livraison , vends des articles plus en stock laisse traîner les clients sans nouvelle , se confonde en excuse mais ne résous rien , si vous êtes pressés surtout ne commandez pas sur ce site quite a payer plus cher se rabattre sur d ’ autres ventes j ’ ai eu à faire à eux à plusieurs reprises et le meme schéma je voulais mettre zéro étoile",1,TrustPilot,ShowRoom,423,1,2021-02-24 00:00:00+00:00
404,"3 commandes passées en l ’ espace de 2 mois , 2/3 renvoyées à l ’ expéditeur directement par la poste , motif détérioration du colis ou non accès à la boîte aux lettres ... étant en télétravail c ’ est très désolant de voir que les livreurs ne se donnent pas la peine de sonner ... et se plaignent quand il n ’ y a personne au domicile ... le service client restant très agréable , showroomprive c ’ est fini pour moi je ne recommande pas leur mode de livraison !",1,TrustPilot,ShowRoom,424,1,2021-02-24 00:00:00+00:00
405,"et bien je confirme . a chaque fois c'est la même chose . je viens d'avoir un mail , m'informant d'une commande retardée . ce serait bien qu'ils ne débitent pas nos comptes avant d'avoir envoyé nos commandes , non ? là c'est commande revlon .",1,TrustPilot,ShowRoom,425,1,2021-02-24 00:00:00+00:00
406,un peu dégoûté j'ai acheté une montre connectée pour ma copine . elle ressemble pas du tout à l'image,2,TrustPilot,ShowRoom,426,2,2021-02-23 00:00:00+00:00
407,j'ai passé une commande pour aménager ma terrasse d'un montant de plus de 400 euros.articles livrés abîmés . nous avons monté un des articles en nous disant que cela pouvait être juste le carton abîmé . l'article est complément défectueux abîmé et où les pièces sont manquantes . je n'ose même pas ouvrir les autres colis .. retour impossible car article partiellement monté on me propose comme solution un bon d'achat de 5 euros . une copine m ' a dit que je pouvais avoir confiance en ce site eh bien je suis dégoutée .... grosse grosse déception ..,2,TrustPilot,ShowRoom,427,2,2021-02-23 00:00:00+00:00
408,"enfin le bout du tunnel , merci à mr ayoub du service clients showrooprivé d ’ avoir fait le nécessaire pour mon remboursement 🤩",5,TrustPilot,ShowRoom,428,5,2021-02-23 00:00:00+00:00
409,j ai fait une commande fin novembre que j étais censé recevoir courant décembre en regardant mon compte je constate que la livraison a été soit disant faire le 28/12/20 or je n ai jamais été livré ni avisé par la posteje contacte immédiatement les services qui sont censés contacter la poste j en fais de même ainsi que mes voisins afin de voir si ce colis n a pas été livré chez eux par erreur j ai reçu un mail me demandant de retourner une attestation sur l honneur de non réception de ce colisje m empresse de suivre les directives mais ne voyant personne se manifester au bout de de tant de temps je me permets de relancer et là on me dit que c est trop tard qu on ne peut rien faire pour moi que je n ai pas envoyer le courrier bref ils s en foutent une interlocutrice qui n essaye même pas de trouver une solution qui est ferme et antipathique et qui met clairement en doute ma parolej ai encore eu la poste par rapport à ce colis qui m a enfin avoué qu il y a eu énormément de colis non livré et volé alors non je ne suis ni une menteuse ni une voleuse shoroomprive et le prix payé de plus de 200 euros pour la commande non reçue vous me l avez dérobé inadmissible et je ne me laisserai pas faire,1,TrustPilot,ShowRoom,429,1,2021-02-23 00:00:00+00:00
